Customer ID,Age,Gender,Income Level,Location,Education Level
2617,56,Female,High,"Los Angeles, CA",Graduate
2618,69,Male,Medium,"Los Angeles, CA",Graduate
2619,64,Male,Medium,"New York, NY",High School
2620,36,Female,High,"Los Angeles, CA",Undergraduate
2621,34,Other,Medium,"Chicago, IL",Graduate
2622,24,Female,High,"Miami, FL",High School
2623,28,Female,Medium,"Chicago, IL",Undergraduate
2624,44,Male,Low,"Chicago, IL",Undergraduate
2625,34,Other,Medium,"Miami, FL",Graduate
2626,64,Male,Low,"New York, NY",Undergraduate
2627,74,Female,Medium,"New York, NY",Undergraduate
2628,35,Female,Low,"Miami, FL",Graduate
2629,67,Female,High,"Los Angeles, CA",Undergraduate
2630,28,Male,Low,"Chicago, IL",Undergraduate
2631,23,Other,Low,"Houston, TX",High School
2632,44,Other,Low,"Miami, FL",Graduate
2633,45,Other,Medium,"Chicago, IL",Undergraduate
2634,20,Other,Low,"Miami, FL",High School
2635,49,Other,Low,"Miami, FL",High School
2636,33,Male,High,"Houston, TX",Graduate
2637,64,Other,Low,"Miami, FL",Undergraduate
2638,65,Female,Low,"Los Angeles, CA",Undergraduate
2639,46,Other,Low,"Houston, TX",Undergraduate
2640,58,Other,Medium,"Miami, FL",Undergraduate
2641,23,Female,High,"Los Angeles, CA",Undergraduate
2642,42,Male,High,"Los Angeles, CA",Graduate
2643,19,Other,Medium,"Chicago, IL",High School
2644,56,Female,Medium,"Los Angeles, CA",Graduate
2645,61,Female,High,"Miami, FL",Graduate
2646,42,Male,Medium,"Chicago, IL",High School
2647,66,Male,Medium,"Los Angeles, CA",Graduate
2648,58,Female,Medium,"Houston, TX",High School
2649,46,Male,Low,"Houston, TX",Undergraduate
2650,42,Male,Low,"Miami, FL",Undergraduate
2651,64,Other,Low,"Miami, FL",Graduate
2652,25,Male,Medium,"Houston, TX",Undergraduate
2653,35,Other,Medium,"Los Angeles, CA",High School
2654,75,Male,Low,"Houston, TX",High School
2655,46,Other,High,"New York, NY",Undergraduate
2656,49,Other,Low,"Chicago, IL",High School
2657,59,Other,Low,"Chicago, IL",Undergraduate
2658,30,Female,Low,"Los Angeles, CA",High School
2659,30,Female,Low,"New York, NY",Graduate
2660,71,Male,High,"Chicago, IL",Undergraduate
2661,18,Female,High,"New York, NY",High School
2662,36,Female,High,"Los Angeles, CA",Graduate
2663,79,Female,Medium,"New York, NY",High School
2664,70,Other,Medium,"Houston, TX",High School
2665,37,Male,Medium,"Houston, TX",High School
2666,68,Other,Medium,"Los Angeles, CA",Undergraduate
2667,65,Female,Medium,"Los Angeles, CA",Undergraduate
2668,75,Male,Low,"Miami, FL",Undergraduate
2669,43,Female,Medium,"Houston, TX",Graduate
2670,60,Male,High,"Chicago, IL",High School
2671,57,Other,High,"Houston, TX",Graduate
2672,40,Male,Low,"Houston, TX",Undergraduate
2673,18,Other,High,"Chicago, IL",Undergraduate
2674,43,Female,High,"Houston, TX",High School
2675,68,Other,High,"New York, NY",High School
2676,78,Female,Medium,"Houston, TX",Undergraduate
2677,33,Female,Low,"Chicago, IL",Undergraduate
2678,36,Other,Low,"Miami, FL",Undergraduate
2679,76,Female,Low,"Miami, FL",High School
2680,36,Male,Low,"Los Angeles, CA",Undergraduate
2681,31,Female,Medium,"Houston, TX",High School
2682,72,Female,Low,"Miami, FL",Undergraduate
2683,65,Female,High,"Houston, TX",Graduate
2684,36,Female,Low,"Los Angeles, CA",Graduate
2685,78,Other,Medium,"Chicago, IL",High School
2686,49,Other,Medium,"New York, NY",Undergraduate
2687,79,Female,Medium,"Los Angeles, CA",Graduate
2688,25,Male,Low,"New York, NY",Graduate
2689,25,Other,High,"Chicago, IL",High School
2690,42,Male,Medium,"Miami, FL",High School
2691,72,Other,High,"Miami, FL",Undergraduate
2692,22,Female,Medium,"New York, NY",Graduate
2693,26,Other,High,"New York, NY",Graduate
2694,18,Female,High,"Houston, TX",High School
2695,38,Male,Low,"Miami, FL",Undergraduate
2696,58,Male,High,"Los Angeles, CA",Graduate
2697,50,Female,Medium,"New York, NY",High School
2698,44,Female,Low,"New York, NY",High School
2699,66,Other,Medium,"Los Angeles, CA",Undergraduate
2700,61,Other,Medium,"Los Angeles, CA",High School
2701,55,Male,Low,"New York, NY",High School
2702,69,Other,High,"Chicago, IL",Undergraduate
2703,63,Other,High,"Miami, FL",High School
2704,62,Male,High,"Los Angeles, CA",High School
2705,77,Other,Medium,"Chicago, IL",High School
2706,25,Male,Low,"Los Angeles, CA",Undergraduate
2707,18,Male,High,"Houston, TX",Graduate
2708,76,Female,High,"Los Angeles, CA",Graduate
2709,55,Male,Medium,"Miami, FL",Graduate
2710,52,Female,High,"Los Angeles, CA",Graduate
2711,66,Male,Low,"Chicago, IL",Graduate
2712,68,Other,High,"Houston, TX",Graduate
2713,58,Other,High,"Houston, TX",Undergraduate
2714,77,Other,Medium,"Chicago, IL",Graduate
2715,58,Male,Medium,"Los Angeles, CA",Undergraduate
2716,54,Female,Medium,"Houston, TX",Undergraduate
2717,49,Other,High,"Miami, FL",Graduate
2718,28,Male,Medium,"New York, NY",Graduate
2719,44,Male,Medium,"Miami, FL",High School
2720,61,Male,Medium,"Chicago, IL",Graduate
2721,47,Female,Medium,"Houston, TX",Undergraduate
2722,28,Male,High,"Chicago, IL",High School
2723,36,Male,High,"Miami, FL",High School
2724,68,Female,High,"Houston, TX",Graduate
2725,75,Male,Low,"Los Angeles, CA",Undergraduate
2726,20,Other,High,"New York, NY",Undergraduate
2727,48,Other,Low,"Houston, TX",Undergraduate
2728,41,Other,Low,"Chicago, IL",Undergraduate
2729,23,Female,Low,"Chicago, IL",High School
2730,75,Female,High,"Los Angeles, CA",Graduate
2731,28,Male,Medium,"Houston, TX",High School
2732,54,Other,Medium,"New York, NY",Graduate
2733,56,Other,Low,"Los Angeles, CA",Undergraduate
2734,61,Female,High,"Miami, FL",Graduate
2735,49,Other,Medium,"Los Angeles, CA",Undergraduate
2736,28,Male,Low,"Los Angeles, CA",Graduate
2737,58,Female,Low,"New York, NY",Undergraduate
2738,61,Other,Medium,"Houston, TX",Graduate
2739,34,Female,High,"Los Angeles, CA",High School
2740,34,Male,High,"New York, NY",Undergraduate
2741,46,Other,Low,"Houston, TX",High School
2742,43,Male,Medium,"Houston, TX",High School
2743,63,Male,High,"Houston, TX",Graduate
2744,20,Other,High,"Houston, TX",High School
2745,28,Male,Medium,"Chicago, IL",Undergraduate
2746,76,Male,Low,"Los Angeles, CA",Graduate
2747,78,Female,Low,"New York, NY",High School
2748,23,Female,High,"Los Angeles, CA",Undergraduate
2749,78,Male,Medium,"Los Angeles, CA",Undergraduate
2750,58,Female,Low,"Miami, FL",Undergraduate
2751,69,Other,Low,"New York, NY",High School
2752,19,Other,High,"Miami, FL",Undergraduate
2753,25,Male,Low,"Houston, TX",Undergraduate
2754,53,Male,Low,"Los Angeles, CA",Undergraduate
2755,77,Male,Low,"Chicago, IL",Graduate
2756,50,Other,Low,"New York, NY",Undergraduate
2757,54,Other,Low,"New York, NY",Graduate
2758,23,Female,Low,"New York, NY",High School
2759,62,Male,Low,"New York, NY",Undergraduate
2760,54,Other,Medium,"Houston, TX",Graduate
2761,54,Female,Medium,"Houston, TX",High School
2762,19,Female,High,"Los Angeles, CA",Graduate
2763,78,Male,Low,"Los Angeles, CA",Graduate
2764,53,Male,Low,"Miami, FL",High School
2765,71,Male,Medium,"Chicago, IL",Graduate
2766,66,Female,Medium,"Chicago, IL",High School
2767,66,Male,High,"Chicago, IL",High School
2768,72,Other,Medium,"Houston, TX",High School
2769,34,Female,Medium,"Miami, FL",High School
2770,33,Female,Medium,"Chicago, IL",Graduate
2771,30,Male,Medium,"Houston, TX",High School
2772,45,Female,Medium,"New York, NY",Graduate
2773,41,Other,Low,"Los Angeles, CA",High School
2774,55,Female,High,"Chicago, IL",Undergraduate
2775,47,Female,Low,"Miami, FL",Undergraduate
2776,59,Male,Medium,"Los Angeles, CA",High School
2777,44,Other,Low,"Chicago, IL",Undergraduate
2778,31,Male,Medium,"Los Angeles, CA",Graduate
2779,74,Female,Medium,"Houston, TX",Graduate
2780,26,Female,Medium,"Los Angeles, CA",Undergraduate
2781,76,Female,High,"New York, NY",High School
2782,65,Male,High,"Miami, FL",Undergraduate
2783,45,Other,High,"Miami, FL",Undergraduate
2784,59,Male,Low,"Miami, FL",Undergraduate
2785,67,Male,Low,"Miami, FL",Undergraduate
2786,27,Female,High,"Houston, TX",High School
2787,52,Female,Medium,"New York, NY",High School
2788,23,Female,Low,"Los Angeles, CA",Graduate
2789,42,Other,High,"New York, NY",Undergraduate
2790,70,Other,Low,"Miami, FL",Undergraduate
2791,46,Female,High,"Miami, FL",Undergraduate
2792,73,Female,High,"Miami, FL",Graduate
2793,53,Male,Medium,"Miami, FL",Undergraduate
2794,42,Other,High,"New York, NY",Graduate
2795,61,Male,Medium,"New York, NY",Undergraduate
2796,29,Male,Medium,"Miami, FL",High School
2797,36,Other,Low,"New York, NY",Undergraduate
2798,62,Other,Low,"New York, NY",High School
2799,70,Male,High,"Miami, FL",High School
2800,41,Female,High,"New York, NY",High School
2801,33,Other,High,"Chicago, IL",High School
2802,51,Female,Medium,"Chicago, IL",High School
2803,55,Male,High,"Miami, FL",High School
2804,50,Other,High,"Chicago, IL",Graduate
2805,49,Male,High,"New York, NY",Graduate
2806,62,Other,High,"Chicago, IL",High School
2807,45,Male,High,"Chicago, IL",Graduate
2808,68,Female,High,"Chicago, IL",Undergraduate
2809,32,Male,High,"Houston, TX",Undergraduate
2810,58,Other,Low,"Los Angeles, CA",Undergraduate
2811,57,Female,Medium,"Houston, TX",Undergraduate
2812,40,Other,Low,"New York, NY",High School
2813,44,Male,Low,"Chicago, IL",Graduate
2814,45,Other,High,"Chicago, IL",Graduate
2815,35,Other,High,"Los Angeles, CA",Graduate
2816,32,Female,High,"New York, NY",Undergraduate
2817,21,Female,Low,"Chicago, IL",Undergraduate
2818,68,Female,High,"Chicago, IL",Graduate
2819,76,Other,Low,"Chicago, IL",Undergraduate
2820,78,Female,Medium,"New York, NY",Graduate
2821,71,Female,Low,"New York, NY",Undergraduate
2822,39,Other,Medium,"Miami, FL",High School
2823,56,Female,Medium,"Chicago, IL",Undergraduate
2824,51,Male,Low,"Chicago, IL",High School
2825,39,Female,Medium,"Houston, TX",Undergraduate
2826,76,Male,Low,"Miami, FL",High School
2827,52,Other,High,"Miami, FL",High School
2828,37,Male,High,"New York, NY",Undergraduate
2829,38,Female,Low,"Miami, FL",Graduate
2830,19,Female,Medium,"Houston, TX",High School
2831,23,Female,Low,"Los Angeles, CA",High School
2832,71,Other,High,"New York, NY",High School
2833,32,Male,Low,"New York, NY",Graduate
2834,29,Male,Low,"Houston, TX",Graduate
2835,59,Female,Medium,"Los Angeles, CA",Graduate
2836,56,Other,Medium,"Los Angeles, CA",High School
2837,67,Female,Low,"Miami, FL",Graduate
2838,22,Other,Medium,"Chicago, IL",High School
2839,36,Other,Low,"Los Angeles, CA",High School
2840,65,Male,High,"Miami, FL",Undergraduate
2841,24,Female,Low,"Chicago, IL",High School
2842,18,Male,High,"Chicago, IL",Graduate
2843,30,Male,Medium,"Miami, FL",Undergraduate
2844,20,Other,Low,"Miami, FL",High School
2845,79,Male,Low,"New York, NY",Graduate
2846,21,Female,Medium,"Los Angeles, CA",Undergraduate
2847,73,Other,Low,"Los Angeles, CA",Undergraduate
2848,27,Male,High,"New York, NY",High School
2849,20,Other,Medium,"Houston, TX",Undergraduate
2850,23,Male,High,"New York, NY",Graduate
2851,52,Male,High,"Houston, TX",Graduate
2852,39,Female,High,"New York, NY",High School
2853,56,Other,Low,"Chicago, IL",Undergraduate
2854,54,Female,Medium,"Miami, FL",Undergraduate
2855,65,Male,Low,"Chicago, IL",Undergraduate
2856,24,Other,Low,"Los Angeles, CA",Undergraduate
2857,54,Female,High,"Houston, TX",Graduate
2858,59,Male,High,"Chicago, IL",High School
2859,78,Female,Low,"New York, NY",Undergraduate
2860,38,Female,Low,"Houston, TX",Graduate
2861,35,Female,Medium,"New York, NY",High School
2862,45,Female,Low,"Houston, TX",Graduate
2863,37,Other,High,"Chicago, IL",Undergraduate
2864,68,Male,High,"New York, NY",Undergraduate
2865,30,Other,High,"Chicago, IL",Undergraduate
2866,21,Male,Medium,"Chicago, IL",Undergraduate
2867,47,Male,High,"Miami, FL",Undergraduate
2868,26,Male,High,"Los Angeles, CA",High School
2869,59,Other,Medium,"Houston, TX",Undergraduate
2870,26,Other,Medium,"New York, NY",Undergraduate
2871,48,Female,Low,"New York, NY",Graduate
2872,45,Other,High,"Houston, TX",High School
2873,72,Female,Low,"Los Angeles, CA",Undergraduate
2874,53,Female,Low,"Chicago, IL",High School
2875,68,Male,High,"Chicago, IL",High School
2876,66,Female,Low,"Miami, FL",Graduate
2877,44,Other,Low,"New York, NY",Graduate
2878,28,Male,High,"Chicago, IL",High School
2879,70,Male,Low,"New York, NY",Graduate
2880,23,Female,Low,"Houston, TX",High School
2881,54,Other,Medium,"Chicago, IL",Graduate
2882,51,Male,High,"Miami, FL",Undergraduate
2883,72,Other,Medium,"Los Angeles, CA",High School
2884,30,Male,Medium,"Los Angeles, CA",Undergraduate
2885,42,Other,Low,"Houston, TX",Undergraduate
2886,70,Male,Low,"Miami, FL",Graduate
2887,68,Other,Low,"New York, NY",Undergraduate
2888,50,Male,High,"New York, NY",Graduate
2889,54,Male,Low,"Miami, FL",Undergraduate
2890,50,Male,High,"Houston, TX",Graduate
2891,60,Other,High,"Los Angeles, CA",High School
2892,56,Other,Medium,"Los Angeles, CA",Undergraduate
2893,70,Female,High,"New York, NY",High School
2894,62,Female,Medium,"Miami, FL",Undergraduate
2895,38,Other,High,"Houston, TX",Graduate
2896,75,Female,High,"Chicago, IL",Undergraduate
2897,76,Male,High,"New York, NY",High School
2898,69,Female,Medium,"Miami, FL",Undergraduate
2899,78,Female,Medium,"Houston, TX",High School
2900,75,Female,Medium,"New York, NY",High School
2901,50,Other,Medium,"Houston, TX",High School
2902,76,Female,Medium,"Miami, FL",High School
2903,69,Other,Low,"Los Angeles, CA",Graduate
2904,39,Male,High,"New York, NY",Graduate
2905,68,Female,Medium,"Los Angeles, CA",Undergraduate
2906,28,Male,Low,"Los Angeles, CA",Undergraduate
2907,76,Female,Medium,"Chicago, IL",Undergraduate
2908,28,Female,Low,"Miami, FL",Undergraduate
2909,22,Other,Low,"Chicago, IL",Undergraduate
2910,69,Male,Low,"Chicago, IL",High School
2911,36,Female,Low,"Houston, TX",Graduate
2912,48,Other,High,"New York, NY",Graduate
2913,75,Male,High,"Miami, FL",Graduate
2914,23,Female,High,"Chicago, IL",Undergraduate
2915,46,Female,Low,"Miami, FL",High School
2916,74,Female,High,"Chicago, IL",Undergraduate
2917,48,Female,High,"New York, NY",Graduate
2918,55,Other,Medium,"Houston, TX",High School
2919,56,Male,Medium,"Los Angeles, CA",Graduate
2920,22,Male,High,"New York, NY",Graduate
2921,20,Female,Medium,"New York, NY",High School
2922,23,Male,High,"Los Angeles, CA",Undergraduate
2923,29,Male,Medium,"Chicago, IL",Undergraduate
2924,33,Male,Medium,"Los Angeles, CA",Undergraduate
2925,54,Other,Low,"Los Angeles, CA",Undergraduate
2926,56,Male,Medium,"New York, NY",Undergraduate
2927,77,Male,Low,"Houston, TX",Graduate
2928,66,Other,High,"Chicago, IL",High School
2929,39,Other,Low,"Chicago, IL",High School
2930,59,Other,Medium,"New York, NY",High School
2931,66,Other,High,"Houston, TX",Graduate
2932,23,Other,Medium,"Chicago, IL",Undergraduate
2933,39,Male,Low,"Los Angeles, CA",Graduate
2934,39,Female,Medium,"Los Angeles, CA",High School
2935,38,Female,High,"Houston, TX",Graduate
2936,50,Female,Low,"Houston, TX",Undergraduate
2937,51,Male,Medium,"New York, NY",Graduate
2938,28,Other,Medium,"Miami, FL",Graduate
2939,68,Male,Low,"Miami, FL",High School
2940,34,Female,Medium,"Miami, FL",Undergraduate
2941,23,Female,Low,"New York, NY",Graduate
2942,66,Male,Medium,"Houston, TX",Undergraduate
2943,24,Male,High,"Los Angeles, CA",High School
2944,63,Other,High,"Houston, TX",High School
2945,39,Male,Medium,"Miami, FL",High School
2946,64,Male,Medium,"Miami, FL",Graduate
2947,28,Other,High,"Houston, TX",Undergraduate
2948,61,Male,Low,"Los Angeles, CA",Graduate
2949,61,Male,Low,"New York, NY",Graduate
2950,22,Other,Low,"New York, NY",Graduate
2951,54,Female,Low,"Chicago, IL",Graduate
2952,60,Male,Low,"New York, NY",Undergraduate
2953,48,Female,High,"Houston, TX",Graduate
2954,54,Female,High,"Chicago, IL",High School
2955,32,Other,Medium,"Los Angeles, CA",Graduate
2956,44,Male,Medium,"New York, NY",High School
2957,19,Other,High,"Chicago, IL",High School
2958,69,Other,Low,"Los Angeles, CA",Graduate
2959,50,Other,Low,"New York, NY",Graduate
2960,57,Female,Medium,"Los Angeles, CA",High School
2961,63,Male,High,"Houston, TX",High School
2962,22,Other,High,"New York, NY",High School
2963,28,Male,High,"Los Angeles, CA",Undergraduate
2964,55,Male,Low,"New York, NY",Undergraduate
2965,49,Male,Low,"Chicago, IL",High School
2966,32,Male,Medium,"Miami, FL",Graduate
2967,63,Female,High,"New York, NY",Undergraduate
2968,65,Other,Medium,"Los Angeles, CA",Graduate
2969,52,Male,Low,"Houston, TX",Undergraduate
2970,31,Female,Medium,"Los Angeles, CA",High School
2971,64,Male,Medium,"Houston, TX",Undergraduate
2972,62,Other,Medium,"New York, NY",High School
2973,20,Other,Low,"Houston, TX",Undergraduate
2974,51,Male,Low,"Houston, TX",Undergraduate
2975,60,Female,Low,"New York, NY",Undergraduate
2976,67,Other,High,"Chicago, IL",Graduate
2977,27,Other,Low,"Chicago, IL",Graduate
2978,61,Other,Low,"Houston, TX",High School
2979,57,Male,Low,"Miami, FL",High School
2980,37,Male,High,"New York, NY",Undergraduate
2981,20,Other,Low,"Miami, FL",Graduate
2982,55,Other,Low,"Los Angeles, CA",Graduate
2983,70,Male,High,"Houston, TX",Undergraduate
2984,74,Other,Medium,"New York, NY",Undergraduate
2985,39,Other,Low,"Houston, TX",Graduate
2986,42,Other,High,"Los Angeles, CA",Graduate
2987,36,Other,High,"Los Angeles, CA",High School
2988,27,Other,High,"Houston, TX",Graduate
2989,76,Female,Medium,"New York, NY",Undergraduate
2990,37,Other,Low,"Miami, FL",High School
2991,34,Male,Low,"Houston, TX",Undergraduate
2992,36,Female,High,"Miami, FL",High School
2993,22,Female,High,"Miami, FL",Graduate
2994,43,Female,Low,"Los Angeles, CA",High School
2995,34,Male,Medium,"Miami, FL",Graduate
2996,50,Female,High,"Miami, FL",Graduate
2997,72,Other,Low,"Miami, FL",Undergraduate
2998,70,Other,Medium,"Los Angeles, CA",Graduate
2999,44,Female,High,"Chicago, IL",Graduate
3000,50,Other,Medium,"New York, NY",Undergraduate
3001,69,Other,Medium,"Los Angeles, CA",High School
3002,30,Female,High,"Chicago, IL",Undergraduate
3003,68,Female,Medium,"Houston, TX",Undergraduate
3004,73,Other,Low,"Miami, FL",Undergraduate
3005,48,Other,High,"New York, NY",High School
3006,22,Male,High,"Miami, FL",High School
3007,66,Female,Medium,"New York, NY",High School
3008,72,Other,Medium,"Chicago, IL",Undergraduate
3009,49,Male,Low,"Los Angeles, CA",Graduate
3010,54,Female,Low,"New York, NY",Graduate
3011,54,Male,Low,"Chicago, IL",High School
3012,75,Male,Medium,"Los Angeles, CA",Graduate
3013,79,Male,Medium,"Los Angeles, CA",Undergraduate
3014,49,Other,Low,"Miami, FL",Graduate
3015,36,Female,High,"New York, NY",High School
3016,28,Male,Low,"Chicago, IL",Graduate
3017,34,Other,Medium,"Houston, TX",High School
3018,29,Male,Low,"Miami, FL",Undergraduate
3019,75,Other,Medium,"Miami, FL",Undergraduate
3020,18,Female,High,"Miami, FL",High School
3021,23,Male,Low,"Los Angeles, CA",Undergraduate
3022,35,Male,High,"New York, NY",Graduate
3023,18,Female,High,"Houston, TX",High School
3024,49,Female,Medium,"Houston, TX",Graduate
3025,56,Male,High,"Los Angeles, CA",Graduate
3026,68,Male,Medium,"New York, NY",Graduate
3027,56,Other,Low,"Chicago, IL",Undergraduate
3028,51,Female,High,"Los Angeles, CA",Undergraduate
3029,57,Other,Low,"Los Angeles, CA",Graduate
3030,77,Other,Low,"Miami, FL",Graduate
3031,62,Other,High,"Los Angeles, CA",High School
3032,27,Female,High,"Los Angeles, CA",High School
3033,41,Other,Medium,"Houston, TX",Graduate
3034,78,Other,Low,"Los Angeles, CA",Graduate
3035,48,Female,Low,"Miami, FL",High School
3036,59,Male,High,"Miami, FL",High School
3037,29,Other,High,"Miami, FL",High School
3038,58,Other,Low,"Los Angeles, CA",High School
3039,64,Female,High,"Miami, FL",High School
3040,73,Other,High,"New York, NY",Graduate
3041,25,Female,Medium,"Los Angeles, CA",Graduate
3042,33,Other,Low,"Houston, TX",High School
3043,34,Other,Low,"New York, NY",Graduate
3044,76,Other,Medium,"Los Angeles, CA",High School
3045,31,Female,Medium,"Los Angeles, CA",Undergraduate
3046,24,Male,Low,"New York, NY",Graduate
3047,77,Male,High,"Chicago, IL",High School
3048,19,Male,Medium,"Los Angeles, CA",Graduate
3049,48,Female,Low,"Chicago, IL",Graduate
3050,59,Male,High,"Miami, FL",Graduate
3051,46,Female,High,"Miami, FL",Undergraduate
3052,52,Female,Low,"Miami, FL",Undergraduate
3053,67,Female,Medium,"Houston, TX",Undergraduate
3054,77,Male,Medium,"Houston, TX",High School
3055,31,Other,High,"Houston, TX",Undergraduate
3056,19,Female,Medium,"Los Angeles, CA",Undergraduate
3057,70,Other,Low,"Chicago, IL",High School
3058,33,Male,High,"Miami, FL",Graduate
3059,65,Other,Medium,"New York, NY",High School
3060,78,Male,Low,"New York, NY",Graduate
3061,61,Male,Medium,"New York, NY",High School
3062,43,Female,High,"Chicago, IL",Graduate
3063,62,Male,Low,"Miami, FL",High School
3064,24,Other,High,"Houston, TX",Graduate
3065,53,Female,Medium,"New York, NY",Undergraduate
3066,24,Other,Low,"Houston, TX",Graduate
3067,22,Female,Medium,"Miami, FL",Undergraduate
3068,40,Other,Low,"Miami, FL",Graduate
3069,34,Female,Low,"Chicago, IL",High School
3070,44,Female,High,"New York, NY",Undergraduate
3071,37,Male,Medium,"Miami, FL",Undergraduate
3072,54,Female,Low,"Chicago, IL",Graduate
3073,20,Other,Low,"New York, NY",Undergraduate
3074,35,Female,High,"Miami, FL",High School
3075,30,Female,Medium,"Chicago, IL",Undergraduate
3076,64,Other,Low,"Miami, FL",High School
3077,33,Male,Low,"Chicago, IL",Undergraduate
3078,63,Male,Medium,"New York, NY",Graduate
3079,59,Other,Low,"Chicago, IL",Graduate
3080,54,Other,Low,"Los Angeles, CA",High School
3081,37,Male,High,"Los Angeles, CA",Graduate
3082,76,Male,High,"Chicago, IL",Graduate
3083,22,Female,Medium,"Chicago, IL",High School
3084,66,Female,High,"New York, NY",Graduate
3085,65,Male,High,"New York, NY",Undergraduate
3086,60,Female,Medium,"New York, NY",Graduate
3087,43,Male,Medium,"Houston, TX",Undergraduate
3088,26,Male,High,"Los Angeles, CA",Graduate
3089,75,Female,High,"Chicago, IL",High School
3090,50,Female,Medium,"Miami, FL",Undergraduate
3091,78,Male,Medium,"Los Angeles, CA",Graduate
3092,23,Other,Low,"New York, NY",Graduate
3093,58,Male,High,"New York, NY",High School
3094,20,Male,Medium,"Los Angeles, CA",High School
3095,32,Female,Medium,"Miami, FL",Graduate
3096,54,Female,Medium,"Chicago, IL",Graduate
3097,38,Other,High,"New York, NY",High School
3098,69,Male,Low,"Los Angeles, CA",Undergraduate
3099,54,Other,High,"Chicago, IL",Graduate
3100,46,Female,High,"Houston, TX",Graduate
3101,54,Male,Low,"New York, NY",Undergraduate
3102,45,Female,Medium,"Houston, TX",Graduate
3103,68,Female,High,"Houston, TX",Graduate
3104,70,Other,High,"Miami, FL",Undergraduate
3105,65,Female,Low,"Houston, TX",Graduate
3106,30,Female,Low,"New York, NY",High School
3107,43,Other,Low,"New York, NY",High School
3108,18,Other,Medium,"New York, NY",Graduate
3109,54,Other,Low,"Los Angeles, CA",High School
3110,54,Male,Medium,"Los Angeles, CA",Undergraduate
3111,22,Female,Low,"Los Angeles, CA",High School
3112,72,Female,Medium,"Los Angeles, CA",High School
3113,24,Male,High,"Miami, FL",High School
3114,32,Other,High,"Chicago, IL",Graduate
3115,32,Male,Low,"Chicago, IL",Undergraduate
3116,20,Male,High,"New York, NY",Undergraduate
3117,29,Male,High,"New York, NY",Undergraduate
3118,67,Other,High,"Houston, TX",Graduate
3119,52,Male,Medium,"Houston, TX",High School
3120,71,Male,Medium,"Miami, FL",Undergraduate
3121,64,Other,High,"Los Angeles, CA",Undergraduate
3122,79,Other,High,"Miami, FL",Undergraduate
3123,45,Female,Low,"Houston, TX",Graduate
3124,38,Male,Medium,"Houston, TX",Graduate
3125,73,Other,Medium,"Los Angeles, CA",Undergraduate
3126,65,Other,Medium,"Los Angeles, CA",Undergraduate
3127,76,Female,Low,"Miami, FL",Undergraduate
3128,58,Female,Low,"New York, NY",Undergraduate
3129,28,Male,High,"Chicago, IL",High School
3130,47,Female,High,"New York, NY",High School
3131,60,Female,Low,"Houston, TX",Graduate
3132,65,Female,Medium,"Miami, FL",High School
3133,75,Other,Medium,"Chicago, IL",Graduate
3134,30,Female,Medium,"Miami, FL",Undergraduate
3135,65,Other,Low,"Los Angeles, CA",High School
3136,71,Other,High,"New York, NY",High School
3137,22,Female,Medium,"Los Angeles, CA",Graduate
3138,77,Male,Low,"New York, NY",Graduate
3139,23,Other,High,"Miami, FL",Undergraduate
3140,36,Other,Low,"Miami, FL",Graduate
3141,20,Female,Low,"New York, NY",Undergraduate
3142,22,Male,Low,"Houston, TX",Graduate
3143,30,Female,Medium,"Chicago, IL",Undergraduate
3144,58,Other,High,"Miami, FL",Undergraduate
3145,79,Male,High,"New York, NY",High School
3146,27,Other,Medium,"Chicago, IL",Undergraduate
3147,66,Female,Low,"Houston, TX",Undergraduate
3148,28,Other,Medium,"Houston, TX",Undergraduate
3149,53,Female,High,"Chicago, IL",Undergraduate
3150,43,Male,Low,"Los Angeles, CA",High School
3151,43,Female,Low,"Chicago, IL",Undergraduate
3152,31,Female,Medium,"Miami, FL",Graduate
3153,53,Other,High,"Houston, TX",Graduate
3154,56,Female,High,"Miami, FL",Graduate
3155,73,Female,High,"Miami, FL",High School
3156,43,Female,Low,"New York, NY",High School
3157,60,Female,High,"Miami, FL",Undergraduate
3158,29,Other,High,"Los Angeles, CA",Graduate
3159,65,Other,Low,"Miami, FL",Undergraduate
3160,25,Other,Medium,"Chicago, IL",High School
3161,76,Other,High,"Chicago, IL",Graduate
3162,52,Female,Medium,"Los Angeles, CA",Undergraduate
3163,75,Other,Medium,"Los Angeles, CA",High School
3164,66,Other,High,"Los Angeles, CA",High School
3165,25,Female,Low,"Chicago, IL",Undergraduate
3166,23,Male,Low,"Houston, TX",Undergraduate
3167,40,Female,Medium,"New York, NY",High School
3168,64,Male,Medium,"Los Angeles, CA",Graduate
3169,31,Female,Low,"Houston, TX",High School
3170,49,Other,Medium,"Miami, FL",Graduate
3171,30,Male,High,"New York, NY",Undergraduate
3172,37,Female,Low,"Los Angeles, CA",High School
3173,55,Female,Low,"Miami, FL",High School
3174,66,Other,High,"Chicago, IL",Undergraduate
3175,78,Male,Medium,"New York, NY",Undergraduate
3176,59,Other,High,"Miami, FL",Graduate
3177,78,Other,High,"Chicago, IL",Graduate
3178,76,Other,Medium,"Los Angeles, CA",High School
3179,50,Male,Medium,"New York, NY",Graduate
3180,46,Female,Low,"Houston, TX",High School
3181,41,Male,High,"Los Angeles, CA",High School
3182,60,Female,High,"Houston, TX",Undergraduate
