transaction_id,customer_id,transaction_date,amount_spent,merchant_category,reward_points_earned,card_type
28330,991,2023-10-03 23:43:38.789946,395.38,Entertainment,40,External
28331,315,2023-11-14 09:50:38.789946,183.88,Entertainment,18,External
28332,709,2023-12-24 05:25:38.789946,298.22,Entertainment,30,External
28333,237,2023-09-04 13:28:38.789946,84.24,Retail,8,External
28334,614,2024-01-31 18:04:38.789946,411.64,Groceries,41,External
28335,183,2024-06-28 06:58:38.789946,56.91,Entertainment,6,External
28336,862,2023-12-24 23:21:38.789946,365.64,Entertainment,37,External
28337,978,2023-10-24 13:44:38.789946,9.17,Travel,1,External
28338,782,2024-01-28 09:40:38.789946,295.56,Retail,30,Internal
28339,357,2024-01-07 12:46:38.789946,409.53,Entertainment,41,Internal
28340,224,2023-11-14 04:23:38.789946,162.76,Travel,16,Internal
28341,82,2024-01-14 08:34:38.789946,439.9,Groceries,44,External
28342,430,2024-01-10 12:52:38.789946,489.8,Groceries,49,External
28343,985,2024-06-18 23:16:38.789946,342.95,Dining,34,External
28344,828,2024-06-05 10:42:38.789946,182.87,Dining,18,Internal
28345,100,2024-03-11 07:49:38.789946,171.62,Entertainment,17,Internal
28346,920,2023-11-25 16:07:38.789946,407.83,Dining,41,Internal
28347,722,2023-10-21 02:53:38.789946,165.73,Dining,17,External
28348,93,2024-05-19 09:19:38.789946,356.73,Dining,36,Internal
28349,253,2024-02-18 04:02:38.789946,139.47,Retail,14,Internal
28350,520,2024-05-13 12:21:38.789946,430.42,Retail,43,External
28351,772,2023-12-24 16:42:38.789946,138.35,Groceries,14,Internal
28352,767,2024-01-19 07:39:38.789946,304.33,Retail,30,Internal
28353,406,2023-11-03 23:28:38.789946,419.01,Retail,42,External
28354,983,2023-08-26 20:03:38.789946,433.84,Groceries,43,External
28355,442,2024-01-11 02:19:38.789946,127.65,Dining,13,Internal
28356,9,2024-04-09 11:47:38.789946,480.3,Travel,48,Internal
28357,93,2023-10-26 20:58:38.789946,90.79,Retail,9,External
28358,483,2023-07-09 14:59:38.789946,458.48,Groceries,46,Internal
28359,56,2024-02-12 04:01:38.789946,46.44,Dining,5,Internal
28360,283,2024-02-17 16:51:38.789946,329.48,Retail,33,Internal
28361,954,2023-08-23 17:29:38.789946,116.18,Groceries,12,External
28362,530,2024-05-12 09:56:38.789946,420.73,Dining,42,External
28363,63,2023-09-20 17:37:38.789946,353.97,Entertainment,35,External
28364,624,2024-02-17 11:03:38.789946,180.56,Groceries,18,Internal
28365,357,2023-10-11 22:58:38.789946,356.97,Groceries,36,Internal
28366,846,2024-03-10 22:19:38.789946,227.76,Dining,23,External
28367,760,2024-06-21 21:30:38.789946,371.71,Retail,37,Internal
28368,465,2024-05-23 22:32:38.789946,400.41,Dining,40,External
28369,822,2024-03-21 00:25:38.789946,341.26,Dining,34,Internal
28370,212,2024-04-24 21:14:38.789946,371.4,Groceries,37,Internal
28371,428,2024-04-27 08:00:38.789946,12.74,Retail,1,Internal
28372,174,2023-12-30 13:24:38.789946,188.17,Travel,19,External
28373,279,2024-05-21 19:41:38.789946,271.9,Dining,27,External
28374,976,2023-12-28 07:00:38.789946,211.03,Entertainment,21,Internal
28375,592,2024-02-07 10:25:38.789946,281.51,Entertainment,28,External
28376,366,2024-02-26 06:03:38.789946,45.04,Entertainment,5,Internal
28377,957,2023-08-22 12:30:38.789946,488.47,Travel,49,External
28378,320,2024-01-23 18:41:38.789946,296.0,Entertainment,30,Internal
28379,131,2023-12-30 05:33:38.789946,110.63,Entertainment,11,External
28380,936,2023-11-07 17:46:38.789946,384.42,Groceries,38,External
28381,247,2024-01-14 17:22:38.789946,423.67,Entertainment,42,Internal
28382,871,2023-09-07 12:12:38.789946,216.21,Entertainment,22,Internal
28383,954,2024-06-19 20:57:38.789946,102.45,Travel,10,Internal
28384,604,2024-01-06 16:19:38.789946,289.03,Groceries,29,Internal
28385,389,2024-03-15 21:07:38.789946,338.41,Groceries,34,Internal
28386,212,2023-12-27 03:15:38.789946,401.54,Entertainment,40,Internal
28387,11,2024-01-06 08:38:38.789946,44.41,Dining,4,Internal
28388,346,2024-03-19 07:44:38.789946,80.11,Travel,8,External
28389,11,2024-02-17 18:10:38.789946,438.91,Travel,44,External
28390,45,2024-02-18 07:34:38.789946,183.44,Retail,18,External
28391,977,2023-11-27 03:22:38.789946,18.57,Retail,2,Internal
28392,226,2023-11-28 13:35:38.789946,203.04,Travel,20,Internal
28393,630,2023-09-06 01:00:38.789946,169.78,Retail,17,Internal
28394,417,2024-06-13 23:04:38.789946,384.2,Entertainment,38,External
28395,668,2024-04-20 23:51:38.789946,21.35,Dining,2,External
28396,968,2023-11-10 07:29:38.789946,399.06,Groceries,40,External
28397,714,2023-11-22 02:42:38.789946,336.45,Groceries,34,External
28398,266,2024-01-17 08:28:38.789946,100.71,Retail,10,Internal
28399,341,2023-07-17 13:29:38.789946,470.12,Groceries,47,External
28400,721,2024-04-13 07:31:38.789946,38.65,Travel,4,External
28401,199,2024-03-30 08:40:38.789946,293.67,Groceries,29,External
28402,768,2024-01-29 18:24:38.789946,92.82,Retail,9,Internal
28403,168,2023-11-05 04:06:38.789946,406.14,Dining,41,Internal
28404,766,2023-08-16 20:32:38.789946,8.63,Groceries,1,Internal
28405,198,2023-12-16 15:30:38.789946,152.22,Entertainment,15,Internal
28406,47,2023-08-01 16:07:38.789946,357.47,Dining,36,External
28407,770,2023-11-10 06:24:38.789946,442.91,Travel,44,External
28408,890,2024-04-09 14:03:38.789946,295.56,Retail,30,Internal
28409,286,2024-03-05 02:33:38.789946,286.41,Retail,29,External
28410,643,2023-07-31 03:56:38.789946,361.76,Groceries,36,External
28411,605,2023-12-08 08:24:38.789946,249.95,Groceries,25,External
28412,300,2024-02-28 14:54:38.789946,246.88,Retail,25,External
28413,24,2023-12-16 20:08:38.789946,399.87,Groceries,40,External
28414,821,2023-08-29 03:47:38.789946,256.45,Travel,26,Internal
28415,130,2023-12-31 20:35:38.789946,63.01,Dining,6,Internal
28416,12,2024-02-09 06:14:38.789946,291.76,Dining,29,Internal
28417,476,2024-06-12 00:14:38.789946,317.74,Dining,32,External
28418,811,2024-06-10 03:33:38.789946,142.94,Dining,14,Internal
28419,417,2024-06-03 12:05:38.789946,58.05,Retail,6,Internal
28420,737,2023-09-14 22:04:38.789946,301.35,Entertainment,30,External
28421,214,2023-07-20 16:24:38.789946,391.93,Entertainment,39,External
28422,159,2023-10-20 05:23:38.789946,297.18,Dining,30,Internal
28423,208,2023-10-16 16:21:38.789946,324.05,Groceries,32,External
28424,360,2023-09-30 20:48:38.789946,44.77,Retail,4,External
28425,542,2024-02-27 21:46:38.789946,28.89,Entertainment,3,External
28426,6,2024-04-28 21:26:38.789946,368.67,Retail,37,Internal
28427,644,2023-11-08 18:44:38.789946,106.03,Entertainment,11,Internal
28428,185,2023-09-11 17:25:38.789946,233.35,Retail,23,Internal
28429,369,2024-03-14 13:14:38.789946,448.7,Dining,45,Internal
28430,24,2023-08-06 20:41:38.789946,179.22,Entertainment,18,External
28431,76,2023-10-08 00:37:38.789946,213.16,Groceries,21,External
28432,359,2023-12-10 15:17:38.789946,295.49,Dining,30,Internal
28433,358,2023-11-08 12:32:38.789946,481.18,Groceries,48,External
28434,47,2023-11-15 16:38:38.789946,498.22,Dining,50,Internal
28435,938,2023-12-31 17:09:38.789946,278.65,Travel,28,External
28436,540,2023-08-14 04:56:38.789946,277.58,Entertainment,28,External
28437,391,2023-09-01 17:12:38.789946,227.98,Travel,23,Internal
28438,67,2023-09-06 21:11:38.789946,493.88,Travel,49,External
28439,25,2023-10-12 00:02:38.789946,239.7,Groceries,24,External
28440,727,2024-06-29 14:03:38.789946,35.88,Dining,4,External
28441,529,2024-05-11 01:07:38.789946,128.72,Groceries,13,Internal
28442,550,2023-11-24 20:13:38.789946,274.45,Travel,27,Internal
28443,304,2023-12-11 17:04:38.789946,66.21,Travel,7,External
28444,258,2023-09-13 23:18:38.789946,127.03,Entertainment,13,External
28445,666,2023-12-15 17:48:38.789946,232.03,Dining,23,External
28446,390,2024-02-17 23:51:38.789946,423.31,Groceries,42,External
28447,291,2024-01-16 19:13:38.789946,219.46,Groceries,22,External
28448,68,2023-08-01 21:39:38.789946,39.55,Entertainment,4,Internal
28449,763,2024-02-12 00:14:38.789946,80.39,Groceries,8,Internal
28450,508,2024-06-25 14:49:38.789946,42.74,Groceries,4,External
28451,281,2024-04-19 15:46:38.789946,310.07,Groceries,31,Internal
28452,764,2024-01-27 15:06:38.789946,47.23,Retail,5,Internal
28453,674,2023-07-30 23:40:38.789946,91.9,Retail,9,External
28454,541,2023-09-15 00:48:38.789946,140.43,Dining,14,External
28455,108,2024-06-29 23:11:38.789946,496.67,Dining,50,External
28456,660,2024-06-06 00:56:38.789946,168.04,Entertainment,17,Internal
28457,985,2023-08-19 22:05:38.789946,379.22,Dining,38,External
28458,26,2023-09-19 20:37:38.789946,15.29,Entertainment,2,External
28459,351,2023-07-14 22:55:38.789946,429.67,Entertainment,43,External
28460,679,2024-04-05 05:10:38.789946,165.98,Dining,17,External
28461,527,2024-03-04 01:08:38.789946,246.68,Dining,25,Internal
28462,811,2023-09-10 13:41:38.789946,164.81,Entertainment,16,Internal
28463,641,2023-10-29 17:26:38.789946,47.47,Dining,5,Internal
28464,659,2024-05-01 20:02:38.789946,385.8,Entertainment,39,Internal
28465,950,2024-02-02 19:47:38.789946,116.19,Groceries,12,Internal
28466,207,2024-05-10 07:38:38.789946,419.54,Dining,42,Internal
28467,411,2023-12-01 12:43:38.789946,422.97,Retail,42,Internal
28468,126,2024-01-21 16:08:38.789946,371.49,Retail,37,Internal
28469,640,2024-01-05 15:02:38.789946,189.16,Travel,19,External
28470,173,2024-03-25 11:31:38.789946,258.83,Retail,26,External
28471,629,2023-09-07 08:30:38.789946,84.55,Groceries,8,External
28472,349,2024-02-20 04:57:38.789946,414.57,Travel,41,External
28473,44,2024-01-03 17:59:38.789946,129.82,Retail,13,Internal
28474,472,2024-06-07 10:15:38.789946,106.53,Groceries,11,External
28475,870,2023-11-19 09:06:38.789946,383.91,Groceries,38,External
28476,122,2024-05-16 08:56:38.789946,8.66,Retail,1,Internal
28477,598,2024-02-08 18:50:38.789946,68.03,Dining,7,Internal
28478,531,2024-03-05 10:52:38.789946,394.15,Groceries,39,External
28479,481,2024-06-17 05:43:38.789946,141.22,Travel,14,External
28480,565,2024-03-18 18:54:38.789946,409.42,Entertainment,41,Internal
28481,575,2024-04-15 20:13:38.789946,44.09,Dining,4,External
28482,152,2024-06-17 11:13:38.789946,383.62,Retail,38,External
28483,583,2024-05-16 20:14:38.789946,307.77,Entertainment,31,Internal
28484,927,2024-06-24 21:21:38.789946,482.16,Retail,48,External
28485,309,2024-04-09 17:04:38.789946,291.0,Retail,29,External
28486,341,2023-11-02 04:30:38.789946,307.23,Dining,31,Internal
28487,117,2024-02-25 03:00:38.789946,484.34,Groceries,48,Internal
28488,343,2024-01-14 21:42:38.789946,180.39,Retail,18,Internal
28489,426,2023-09-02 13:53:38.789946,130.33,Travel,13,External
28490,199,2023-09-03 07:02:38.789946,67.93,Dining,7,External
28491,338,2023-09-18 01:51:38.789946,76.09,Dining,8,External
28492,239,2023-12-16 16:24:38.789946,294.4,Retail,29,External
28493,174,2023-07-27 16:01:38.789946,493.76,Entertainment,49,Internal
28494,418,2023-11-17 23:28:38.789946,150.44,Entertainment,15,Internal
28495,450,2024-02-10 02:58:38.789946,429.95,Dining,43,External
28496,583,2024-02-19 02:26:38.789946,13.44,Travel,1,Internal
28497,492,2023-10-14 21:01:38.789946,47.28,Groceries,5,External
28498,27,2024-04-02 04:41:38.789946,419.13,Groceries,42,External
28499,839,2023-12-02 16:35:38.789946,109.39,Dining,11,External
28500,843,2024-01-30 09:20:38.789946,307.52,Groceries,31,External
28501,802,2023-09-20 01:46:38.789946,98.4,Entertainment,10,Internal
28502,17,2024-05-05 12:47:38.789946,425.58,Retail,43,External
28503,32,2023-08-23 11:42:38.789946,64.4,Entertainment,6,Internal
28504,214,2023-11-06 08:59:38.789946,260.34,Dining,26,External
28505,242,2024-04-12 04:41:38.789946,16.09,Travel,2,External
28506,456,2024-02-08 13:58:38.789946,393.62,Entertainment,39,External
28507,950,2024-07-01 19:34:38.789946,26.66,Entertainment,3,External
28508,264,2023-07-22 19:08:38.789946,487.02,Travel,49,External
28509,671,2023-09-10 21:12:38.789946,432.21,Dining,43,External
28510,708,2024-05-09 05:06:38.789946,88.52,Dining,9,External
28511,637,2024-05-22 07:40:38.789946,430.46,Dining,43,Internal
28512,306,2024-04-17 04:19:38.789946,119.64,Retail,12,Internal
28513,54,2023-08-29 07:01:38.789946,435.65,Dining,44,External
28514,654,2024-03-08 00:51:38.789946,288.6,Dining,29,Internal
28515,896,2023-09-30 23:58:38.789946,332.08,Groceries,33,External
28516,931,2024-05-26 07:03:38.789946,392.46,Groceries,39,Internal
28517,158,2024-05-15 14:33:38.789946,393.82,Dining,39,External
28518,328,2024-01-09 20:20:38.789946,406.27,Dining,41,External
28519,469,2024-05-20 18:40:38.789946,326.85,Retail,33,Internal
28520,358,2023-07-14 02:45:38.789946,415.83,Entertainment,42,External
28521,946,2023-07-10 17:39:38.789946,252.98,Dining,25,Internal
28522,737,2023-11-09 07:06:38.789946,211.21,Groceries,21,External
28523,656,2023-09-28 14:40:38.789946,195.48,Travel,20,Internal
28524,258,2024-02-25 20:35:38.789946,306.4,Retail,31,External
28525,25,2023-12-06 05:46:38.789946,415.95,Groceries,42,External
28526,309,2023-11-09 10:34:38.789946,352.28,Groceries,35,Internal
28527,521,2023-10-16 21:12:38.789946,68.58,Groceries,7,External
28528,239,2024-04-13 14:31:38.789946,55.55,Groceries,6,External
28529,442,2024-06-03 07:27:38.789946,347.67,Dining,35,External
28530,704,2024-06-15 03:41:38.789946,129.98,Entertainment,13,External
28531,176,2023-07-26 11:08:38.789946,428.23,Travel,43,External
28532,803,2023-10-30 20:05:38.789946,494.35,Dining,49,Internal
28533,979,2024-04-03 09:17:38.789946,147.79,Groceries,15,Internal
28534,883,2024-03-11 21:09:38.789946,236.28,Entertainment,24,External
28535,745,2023-11-19 19:52:38.789946,36.58,Entertainment,4,Internal
28536,362,2023-07-16 14:32:38.789946,291.46,Dining,29,Internal
28537,233,2023-12-23 08:01:38.789946,209.06,Travel,21,External
28538,331,2024-05-25 17:28:38.789946,86.64,Travel,9,Internal
28539,151,2024-04-12 00:13:38.789946,251.96,Dining,25,Internal
28540,844,2024-01-09 17:42:38.789946,177.17,Dining,18,External
28541,965,2024-01-07 18:59:38.789946,172.33,Travel,17,External
28542,96,2024-01-18 16:13:38.789946,467.48,Groceries,47,Internal
28543,929,2024-02-23 09:33:38.789946,21.41,Dining,2,External
28544,803,2023-07-26 20:12:38.789946,200.17,Retail,20,External
28545,104,2023-08-07 16:27:38.789946,70.2,Dining,7,Internal
28546,885,2024-01-28 05:35:38.789946,411.86,Retail,41,Internal
28547,346,2024-06-26 13:02:38.789946,124.01,Entertainment,12,Internal
28548,692,2024-02-27 09:08:38.789946,93.73,Travel,9,Internal
28549,435,2024-03-22 08:40:38.789946,341.03,Travel,34,External
28550,529,2024-05-31 23:50:38.789946,391.28,Entertainment,39,Internal
28551,560,2024-06-27 13:32:38.789946,232.98,Dining,23,Internal
28552,723,2024-04-01 06:34:38.789946,16.51,Dining,2,Internal
28553,567,2023-09-18 10:12:38.789946,471.86,Dining,47,External
28554,874,2024-01-26 02:58:38.789946,446.99,Entertainment,45,External
28555,453,2023-10-03 17:15:38.789946,9.53,Retail,1,External
28556,586,2023-12-27 12:07:38.789946,407.46,Groceries,41,External
28557,271,2024-03-08 15:48:38.789946,276.0,Dining,28,External
28558,820,2023-07-24 14:37:38.789946,446.78,Retail,45,External
28559,281,2023-07-16 18:48:38.789946,367.83,Groceries,37,External
28560,210,2024-06-21 13:08:38.789946,408.44,Groceries,41,Internal
28561,393,2024-05-05 08:16:38.789946,331.98,Groceries,33,External
28562,464,2023-11-11 18:13:38.789946,33.57,Retail,3,External
28563,909,2024-01-31 04:06:38.789946,298.87,Groceries,30,External
28564,735,2024-05-06 04:45:38.789946,469.9,Travel,47,External
28565,936,2023-07-17 19:25:38.789946,393.13,Dining,39,External
28566,59,2024-03-31 10:12:38.789946,420.1,Dining,42,Internal
28567,911,2024-02-07 04:47:38.789946,111.25,Travel,11,External
28568,494,2023-09-14 13:22:38.789946,417.36,Dining,42,External
28569,690,2023-10-15 23:14:38.789946,443.95,Groceries,44,External
28570,307,2024-06-18 06:51:38.789946,34.55,Groceries,3,Internal
28571,647,2023-09-29 14:39:38.789946,155.6,Travel,16,External
28572,817,2024-06-01 19:42:38.789946,53.77,Travel,5,Internal
28573,622,2023-08-22 05:26:38.789946,284.3,Retail,28,Internal
28574,921,2024-04-17 10:37:38.789946,302.1,Travel,30,External
28575,443,2024-03-05 19:02:38.789946,498.28,Groceries,50,External
28576,585,2024-05-03 22:10:38.789946,93.87,Travel,9,Internal
28577,8,2023-10-11 01:17:38.789946,151.54,Entertainment,15,External
28578,266,2023-07-05 16:46:38.789946,92.16,Entertainment,9,Internal
28579,465,2023-11-09 10:15:38.789946,216.43,Travel,22,Internal
28580,525,2023-10-06 18:29:38.789946,40.69,Entertainment,4,Internal
28581,980,2024-04-30 15:54:38.789946,431.85,Travel,43,Internal
28582,841,2024-02-25 06:03:38.789946,196.5,Dining,20,Internal
28583,950,2024-02-12 21:37:38.789946,158.79,Entertainment,16,Internal
28584,871,2023-10-13 02:35:38.789946,407.76,Dining,41,Internal
28585,629,2024-04-07 11:32:38.789946,131.36,Retail,13,Internal
28586,262,2023-09-23 15:28:38.789946,426.24,Groceries,43,Internal
28587,947,2023-09-18 14:29:38.789946,338.25,Groceries,34,External
28588,317,2024-01-01 09:12:38.789946,473.93,Groceries,47,Internal
28589,201,2024-01-17 23:29:38.789946,197.17,Groceries,20,External
28590,357,2023-08-20 08:59:38.789946,86.57,Entertainment,9,Internal
28591,103,2024-03-04 19:18:38.789946,99.61,Dining,10,External
28592,159,2023-07-27 07:26:38.789946,65.79,Entertainment,7,External
28593,826,2024-01-30 23:20:38.789946,92.57,Entertainment,9,External
28594,764,2024-02-01 23:10:38.789946,233.72,Entertainment,23,External
28595,517,2023-12-07 11:08:38.789946,308.08,Retail,31,Internal
28596,146,2023-12-30 14:25:38.789946,230.75,Travel,23,External
28597,683,2023-12-12 22:55:38.789946,406.61,Dining,41,Internal
28598,423,2023-08-13 20:54:38.789946,43.25,Dining,4,External
28599,838,2023-07-27 01:21:38.789946,340.0,Entertainment,34,Internal
28600,136,2024-05-21 04:39:38.789946,391.01,Entertainment,39,Internal
28601,553,2024-01-05 03:02:38.789946,473.03,Groceries,47,External
28602,226,2024-03-11 07:22:38.789946,442.1,Retail,44,Internal
28603,676,2024-01-26 16:09:38.789946,324.87,Dining,32,Internal
28604,971,2024-01-22 21:07:38.789946,408.3,Travel,41,Internal
28605,298,2023-12-14 17:59:38.789946,457.98,Retail,46,Internal
28606,612,2023-09-22 22:03:38.789946,217.39,Retail,22,External
28607,88,2023-08-10 04:02:38.789946,168.62,Entertainment,17,Internal
28608,536,2024-03-27 11:42:38.789946,75.21,Entertainment,8,Internal
28609,534,2023-10-31 20:01:38.789946,224.4,Travel,22,Internal
28610,408,2023-12-30 15:52:38.789946,441.48,Dining,44,External
28611,934,2024-01-02 14:29:38.789946,256.92,Entertainment,26,External
28612,824,2023-07-06 12:44:38.789946,254.44,Entertainment,25,Internal
28613,130,2024-05-04 05:55:38.789946,417.05,Travel,42,External
28614,373,2023-12-30 15:21:38.789946,498.4,Travel,50,Internal
28615,920,2024-06-01 21:34:38.789946,160.56,Entertainment,16,External
28616,688,2024-06-07 10:51:38.789946,493.15,Dining,49,Internal
28617,183,2023-10-01 23:08:38.789946,435.82,Entertainment,44,Internal
28618,874,2023-09-02 14:32:38.789946,369.53,Travel,37,External
28619,823,2024-01-24 08:44:38.789946,494.04,Retail,49,External
28620,636,2024-01-16 19:48:38.789946,268.66,Retail,27,External
28621,648,2023-11-13 14:59:38.789946,98.35,Travel,10,Internal
28622,355,2023-09-13 06:04:38.789946,384.39,Dining,38,Internal
28623,91,2024-06-14 07:31:38.789946,182.41,Groceries,18,Internal
28624,54,2024-03-31 08:43:38.789946,259.74,Dining,26,External
28625,669,2023-09-04 11:25:38.789946,64.61,Dining,6,Internal
28626,274,2024-01-19 01:05:38.789946,56.48,Groceries,6,Internal
28627,411,2024-03-26 19:48:38.789946,349.46,Groceries,35,Internal
28628,295,2023-12-14 14:08:38.789946,153.13,Entertainment,15,External
28629,553,2024-04-12 07:52:38.789946,357.43,Groceries,36,External
28630,368,2023-11-08 09:11:38.789946,26.95,Groceries,3,Internal
28631,403,2023-08-13 06:57:38.789946,135.38,Dining,14,Internal
28632,753,2023-12-16 22:34:38.789946,493.34,Travel,49,External
28633,839,2023-08-28 23:28:38.789946,219.44,Entertainment,22,External
28634,262,2023-09-06 03:45:38.789946,381.58,Travel,38,External
28635,892,2024-04-30 00:44:38.789946,334.01,Retail,33,External
28636,334,2024-04-24 19:09:38.789946,403.91,Groceries,40,External
28637,36,2024-04-11 11:13:38.789946,333.69,Travel,33,External
28638,143,2024-01-19 00:18:38.789946,480.32,Groceries,48,Internal
28639,162,2023-12-30 11:52:38.789946,294.3,Travel,29,External
28640,871,2023-11-05 11:30:38.789946,472.55,Travel,47,External
28641,387,2023-10-26 01:13:38.789946,468.24,Dining,47,Internal
28642,667,2024-04-04 02:02:38.789946,67.94,Groceries,7,Internal
28643,774,2024-01-20 07:18:38.789946,272.6,Groceries,27,External
28644,895,2024-06-25 15:37:38.789946,97.42,Dining,10,Internal
28645,936,2024-06-24 19:46:38.789946,286.78,Travel,29,External
28646,922,2023-11-16 07:08:38.789946,431.14,Entertainment,43,External
28647,391,2023-08-03 06:20:38.789946,25.3,Entertainment,3,Internal
28648,865,2024-04-05 11:56:38.789946,209.61,Travel,21,External
28649,393,2024-03-12 05:23:38.789946,361.38,Groceries,36,Internal
28650,242,2023-10-31 19:29:38.789946,356.24,Dining,36,Internal
28651,858,2024-03-09 13:51:38.789946,177.16,Dining,18,Internal
28652,20,2024-06-10 23:22:38.789946,358.45,Travel,36,Internal
28653,967,2023-10-07 13:45:38.789946,67.6,Groceries,7,Internal
28654,227,2024-01-14 04:58:38.789946,17.44,Groceries,2,External
28655,676,2024-06-21 13:17:38.789946,350.08,Travel,35,External
28656,16,2023-11-04 04:40:38.789946,264.52,Travel,26,External
28657,741,2023-11-20 11:18:38.789946,452.49,Dining,45,External
28658,702,2024-04-14 15:43:38.789946,122.24,Dining,12,External
28659,465,2024-05-02 06:15:38.789946,231.67,Dining,23,External
28660,637,2023-08-14 19:33:38.789946,440.16,Entertainment,44,Internal
28661,520,2023-11-19 02:04:38.789946,47.1,Groceries,5,Internal
28662,296,2023-11-01 04:07:38.789946,80.08,Travel,8,Internal
28663,980,2024-03-01 14:28:38.789946,99.67,Entertainment,10,Internal
28664,60,2023-10-26 00:39:38.789946,56.89,Travel,6,Internal
28665,37,2023-08-31 07:55:38.789946,440.49,Retail,44,Internal
28666,578,2024-01-23 00:00:38.789946,382.32,Entertainment,38,External
28667,995,2024-06-13 01:25:38.789946,114.28,Groceries,11,Internal
28668,150,2024-01-02 06:44:38.789946,290.99,Dining,29,Internal
28669,76,2024-05-30 07:19:38.789946,100.26,Groceries,10,External
28670,655,2023-11-23 13:19:38.789946,37.43,Dining,4,External
28671,105,2024-03-21 02:03:38.789946,320.44,Retail,32,External
28672,16,2023-09-03 05:48:38.789946,329.73,Entertainment,33,Internal
28673,109,2023-10-06 17:33:38.789946,63.93,Travel,6,Internal
28674,125,2023-08-28 08:21:38.789946,287.6,Groceries,29,External
28675,268,2023-08-25 14:02:38.789946,375.1,Travel,38,External
28676,398,2024-05-05 15:51:38.789946,401.92,Dining,40,Internal
28677,506,2023-11-05 01:09:38.789946,20.28,Dining,2,Internal
28678,321,2023-11-10 03:52:38.789946,171.12,Groceries,17,External
28679,163,2024-06-06 03:13:38.789946,428.4,Retail,43,External
28680,36,2023-07-01 23:55:38.789946,8.35,Entertainment,1,External
28681,556,2023-07-25 19:35:38.789946,446.43,Groceries,45,Internal
28682,623,2023-11-17 08:23:38.789946,363.68,Entertainment,36,Internal
28683,561,2024-04-14 21:57:38.789946,54.19,Travel,5,External
28684,530,2023-09-11 17:45:38.789946,361.09,Entertainment,36,External
28685,612,2023-12-03 15:07:38.789946,37.22,Entertainment,4,External
28686,765,2024-01-04 15:43:38.789946,124.88,Dining,12,Internal
28687,354,2023-09-03 11:53:38.789946,448.42,Dining,45,Internal
28688,405,2024-05-22 00:13:38.789946,223.52,Dining,22,Internal
28689,489,2024-04-26 05:29:38.789946,448.63,Dining,45,External
28690,786,2024-04-10 11:28:38.789946,142.44,Entertainment,14,Internal
28691,19,2023-12-15 13:41:38.789946,13.56,Groceries,1,External
28692,922,2023-07-26 06:47:38.789946,32.13,Groceries,3,Internal
28693,604,2023-07-08 21:57:38.789946,190.76,Dining,19,External
28694,690,2023-11-20 00:17:38.789946,45.07,Retail,5,Internal
28695,643,2023-11-09 17:23:38.789946,169.48,Entertainment,17,External
28696,652,2024-01-23 18:39:38.789946,314.02,Dining,31,External
28697,53,2023-11-07 03:42:38.789946,439.13,Groceries,44,External
28698,295,2024-01-08 11:47:38.789946,295.14,Groceries,30,Internal
28699,938,2023-12-10 13:14:38.789946,400.99,Entertainment,40,External
28700,416,2024-03-06 10:56:38.789946,27.9,Retail,3,Internal
28701,900,2023-12-06 07:16:38.789946,465.87,Groceries,47,External
28702,52,2024-03-18 02:08:38.789946,182.04,Retail,18,Internal
28703,46,2024-04-29 11:30:38.789946,479.41,Dining,48,External
28704,571,2024-01-19 00:55:38.789946,138.56,Dining,14,External
28705,779,2023-08-25 22:20:38.789946,316.84,Entertainment,32,Internal
28706,707,2024-06-17 11:12:38.789946,449.34,Retail,45,External
28707,181,2024-01-09 15:42:38.789946,255.38,Travel,26,External
28708,732,2023-09-21 07:33:38.789946,304.25,Travel,30,Internal
28709,522,2024-03-21 07:10:38.789946,69.12,Dining,7,External
28710,589,2023-07-08 04:03:38.789946,308.29,Entertainment,31,Internal
28711,675,2023-08-20 21:22:38.789946,442.58,Travel,44,Internal
28712,565,2023-08-16 11:47:38.789946,348.76,Groceries,35,Internal
28713,942,2023-07-24 12:35:38.789946,295.83,Travel,30,External
28714,329,2023-07-26 15:54:38.789946,236.52,Travel,24,External
28715,546,2023-07-17 09:52:38.789946,378.17,Groceries,38,Internal
28716,19,2023-07-17 10:34:38.789946,397.23,Groceries,40,External
28717,629,2024-04-23 00:46:38.789946,356.78,Retail,36,External
28718,752,2023-11-13 05:17:38.789946,387.72,Dining,39,External
28719,609,2024-02-16 12:08:38.789946,174.9,Retail,17,Internal
28720,143,2023-12-10 11:14:38.789946,378.64,Dining,38,Internal
28721,853,2024-06-20 23:33:38.789946,399.77,Travel,40,External
28722,403,2023-09-04 01:50:38.789946,93.13,Entertainment,9,External
28723,385,2024-05-18 21:27:38.789946,47.18,Dining,5,External
28724,217,2023-10-21 23:40:38.789946,114.22,Groceries,11,External
28725,406,2024-05-02 22:54:38.789946,362.09,Entertainment,36,Internal
28726,899,2023-12-07 14:46:38.789946,489.44,Travel,49,Internal
28727,563,2023-09-09 04:29:38.789946,70.7,Dining,7,External
28728,686,2023-07-18 10:16:38.789946,453.89,Travel,45,Internal
28729,154,2023-07-30 00:42:38.789946,216.43,Retail,22,External
28730,800,2024-05-26 11:29:38.789946,391.89,Entertainment,39,Internal
28731,598,2023-08-09 02:02:38.789946,269.61,Travel,27,Internal
28732,92,2023-08-24 07:16:38.789946,240.74,Dining,24,External
